ID, Course, Class, Grade
3, 1, 17, 73
3, 29, 17, 73
0, 10, 5, 73
37, 6, 2, 73
10, 24, 19, 73
47, 16, 2, 73
13, 6, 12, 73
7, 4, 1, 73
42, 24, 9, 73
28, 26, 10, 73
34, 16, 6, 73
0, 16, 6, 73
14, 14, 10, 73
9, 25, 17, 73
7, 1, 17, 73
2, 2, 19, 73
16, 26, 9, 73
14, 1, 13, 73
47, 14, 10, 73
14, 16, 13, 73
17, 5, 15, 73
41, 25, 7, 73
29, 22, 12, 73
9, 20, 12, 73
13, 14, 13, 73
48, 28, 13, 73
27, 0, 4, 73
19, 23, 1, 73
9, 8, 5, 73
13, 14, 8, 73
16, 0, 18, 73
15, 28, 0, 73
21, 3, 15, 73
16, 16, 14, 73
27, 1, 7, 73
43, 9, 5, 73
14, 24, 5, 73
28, 10, 3, 73
37, 15, 17, 73
26, 19, 16, 73
37, 24, 0, 73
41, 3, 5, 73
44, 28, 11, 73
31, 14, 0, 73
37, 4, 4, 73
21, 24, 10, 73
48, 29, 18, 73
24, 16, 17, 73
4, 6, 9, 73
12, 16, 18, 73
42, 14, 9, 73
39, 9, 14, 73
19, 23, 3, 73
13, 14, 9, 73
33, 21, 5, 72
28, 15, 6, 72
4, 12, 7, 72
0, 16, 10, 72
9, 24, 14, 72
25, 29, 10, 72
30, 9, 19, 72
30, 2, 11, 72
33, 9, 10, 72
35, 2, 17, 72
9, 6, 3, 72
18, 0, 4, 72
27, 9, 17, 72
15, 13, 14, 72
30, 6, 19, 72
25, 8, 9, 72
2, 13, 8, 72
12, 16, 9, 72
15, 2, 18, 72
35, 24, 6, 72
18, 18, 1, 72
9, 0, 5, 72
12, 2, 5, 72
40, 29, 3, 72
47, 0, 1, 72
25, 2, 4, 72
41, 18, 10, 72
2, 29, 10, 72
26, 16, 11, 72
29, 3, 15, 72
9, 11, 7, 72
18, 15, 3, 72
27, 17, 16, 72
47, 14, 11, 72
15, 20, 11, 72
12, 3, 17, 72
26, 15, 5, 72
36, 13, 12, 72
13, 23, 8, 72
40, 25, 9, 72
2, 26, 1, 72
49, 27, 10, 72
32, 22, 15, 72
18, 21, 1, 72
44, 7, 11, 72
39, 22, 19, 72
11, 15, 10, 72
18, 19, 17, 72
29, 28, 4, 72
21, 28, 1, 72
14, 22, 16, 72
10, 26, 14, 72
17, 5, 19, 72
33, 23, 12, 71
13, 23, 16, 71
43, 29, 0, 71
26, 18, 0, 71
26, 5, 1, 71
11, 11, 8, 71
29, 4, 5, 71
36, 0, 0, 71
33, 3, 0, 71
11, 26, 0, 71
40, 1, 17, 71
32, 15, 6, 71
0, 14, 10, 71
34, 6, 13, 71
1, 9, 15, 71
33, 16, 17, 71
29, 6, 0, 71
40, 12, 1, 71
15, 14, 15, 71
9, 23, 11, 71
22, 12, 4, 71
25, 0, 6, 71
22, 3, 6, 71
41, 29, 3, 71
27, 28, 8, 71
28, 28, 10, 71
23, 18, 19, 71
18, 29, 19, 71
3, 4, 5, 71
25, 21, 17, 71
37, 21, 3, 71
5, 19, 7, 71
45, 17, 6, 71
4, 18, 1, 71
45, 9, 13, 71
44, 24, 4, 71
20, 10, 10, 71
11, 10, 14, 71
20, 28, 4, 71
49, 6, 13, 71
0, 9, 13, 71
18, 25, 9, 71
29, 6, 1, 71
27, 27, 8, 71
39, 4, 5, 71
12, 13, 5, 71
39, 0, 4, 71
26, 18, 2, 71
30, 25, 10, 71
35, 16, 6, 71
2, 9, 3, 71
28, 23, 14, 71
43, 26, 2, 71
45, 13, 18, 71
39, 2, 3, 71
35, 17, 1, 71
43, 19, 7, 71
12, 4, 1, 71
5, 27, 0, 71
6, 22, 12, 71
35, 12, 17, 71
4, 21, 18, 71
14, 6, 18, 71
29, 6, 18, 71
28, 25, 0, 71
34, 9, 16, 71
38, 15, 4, 71
4, 0, 7, 71
41, 18, 15, 71
38, 20, 6, 71
36, 18, 17, 71
49, 27, 4, 71
1, 16, 18, 71
36, 5, 11, 71
13, 16, 4, 70
18, 8, 11, 70
24, 12, 2, 70
49, 3, 8, 70
10, 16, 10, 70
41, 1, 19, 70
45, 0, 14, 70
37, 8, 13, 70
41, 8, 18, 70
25, 15, 10, 70
43, 6, 5, 70
9, 8, 13, 70
13, 26, 17, 70
16, 8, 18, 70
13, 28, 8, 70
38, 18, 17, 70
42, 26, 1, 70
3, 21, 19, 70
16, 25, 4, 70
24, 14, 7, 70
6, 13, 16, 70
32, 27, 15, 70
7, 6, 6, 70
28, 17, 5, 70
9, 24, 7, 70
32, 13, 11, 70
49, 15, 12, 70
44, 1, 6, 70
35, 10, 13, 70
34, 21, 11, 70
2, 23, 2, 70
20, 22, 14, 70
14, 7, 6, 70
37, 14, 10, 70
15, 2, 11, 70
43, 15, 8, 70
10, 20, 16, 70
8, 9, 19, 70
0, 8, 19, 70
42, 24, 4, 70
49, 13, 14, 70
32, 20, 13, 70
3, 27, 6, 70
13, 4, 11, 70
29, 21, 9, 70
22, 3, 19, 70
44, 12, 16, 70
46, 11, 8, 70
8, 17, 12, 70
44, 14, 19, 70
39, 20, 8, 70
36, 26, 8, 70
4, 1, 3, 70
34, 2, 5, 70
19, 28, 15, 70
34, 29, 14, 70
31, 16, 10, 70
32, 19, 13, 70
21, 4, 19, 70
3, 8, 16, 70
6, 14, 8, 70
24, 23, 14, 70
33, 11, 11, 70
48, 26, 17, 70
42, 15, 17, 70
0, 5, 17, 70
7, 2, 4, 70
24, 27, 14, 70
27, 27, 19, 70
3, 25, 7, 70
48, 13, 11, 70
11, 0, 9, 70
18, 15, 8, 70
24, 11, 2, 70
44, 14, 7, 70
3, 12, 9, 70
22, 23, 3, 69
29, 15, 4, 69
43, 5, 3, 69
0, 17, 16, 69
20, 15, 16, 69
10, 29, 9, 69
25, 10, 2, 69
14, 0, 0, 69
39, 7, 3, 69
48, 4, 9, 69
24, 0, 10, 69
7, 10, 18, 69
9, 26, 17, 69
39, 10, 16, 69
26, 29, 1, 69
18, 9, 9, 69
27, 22, 14, 69
9, 19, 18, 69
16, 12, 2, 69
13, 14, 0, 69
18, 5, 2, 69
43, 10, 19, 69
38, 1, 18, 69
21, 22, 3, 69
38, 5, 13, 69
36, 10, 15, 69
8, 4, 3, 69
22, 26, 7, 69
39, 19, 5, 69
43, 17, 2, 69
1, 24, 0, 69
24, 5, 15, 69
17, 12, 3, 69
2, 23, 6, 69
35, 22, 14, 69
20, 28, 9, 69
49, 4, 15, 69
44, 18, 9, 69
41, 14, 9, 69
32, 28, 13, 69
37, 21, 17, 69
17, 11, 3, 69
31, 9, 15, 69
2, 16, 17, 69
0, 22, 8, 69
48, 12, 19, 69
26, 10, 5, 69
9, 8, 6, 69
12, 13, 3, 69
16, 24, 5, 69
17, 6, 16, 69
1, 23, 1, 69
32, 13, 17, 69
13, 6, 16, 69
47, 20, 6, 69
19, 2, 0, 69
39, 0, 16, 69
13, 14, 7, 68
37, 6, 18, 68
42, 25, 2, 68
48, 23, 14, 68
48, 22, 17, 68
35, 29, 2, 68
7, 19, 3, 68
28, 10, 2, 68
25, 5, 14, 68
32, 2, 6, 68
8, 13, 0, 68
18, 25, 15, 68
3, 9, 14, 68
44, 28, 3, 68
37, 17, 4, 68
26, 20, 7, 68
9, 12, 10, 68
18, 28, 2, 68
35, 19, 13, 68
26, 26, 2, 68
41, 5, 3, 68
25, 27, 6, 68
15, 17, 15, 68
35, 13, 7, 68
34, 12, 17, 68
44, 15, 3, 68
11, 15, 0, 68
15, 19, 4, 68
13, 7, 19, 68
42, 19, 1, 68
34, 27, 17, 68
33, 5, 4, 68
18, 16, 16, 68
5, 11, 15, 68
9, 2, 17, 68
34, 5, 12, 68
47, 16, 13, 68
10, 16, 19, 68
12, 0, 15, 68
28, 23, 19, 68
35, 14, 8, 68
5, 7, 18, 68
48, 16, 16, 68
37, 6, 16, 68
0, 1, 12, 68
24, 3, 11, 68
47, 10, 9, 68
38, 4, 12, 68
2, 8, 16, 68
9, 4, 15, 68
3, 21, 11, 68
7, 3, 19, 67
28, 6, 8, 67
26, 18, 17, 67
12, 11, 17, 67
3, 27, 19, 67
13, 25, 9, 67
0, 18, 12, 67
40, 2, 10, 67
25, 19, 9, 67
46, 25, 2, 67
24, 10, 6, 67
18, 22, 8, 67
34, 29, 11, 67
2, 1, 7, 67
47, 24, 19, 67
9, 28, 14, 67
43, 13, 15, 67
19, 11, 10, 67
43, 10, 7, 67
23, 23, 15, 67
7, 27, 18, 67
26, 13, 18, 67
26, 11, 8, 67
48, 11, 17, 67
19, 7, 17, 67
10, 2, 15, 67
46, 23, 9, 67
1, 10, 7, 67
0, 19, 5, 67
15, 16, 17, 67
44, 6, 8, 67
14, 6, 17, 67
45, 2, 18, 67
25, 9, 9, 67
12, 20, 12, 67
6, 4, 1, 67
35, 4, 4, 67
20, 26, 1, 67
7, 11, 18, 67
34, 28, 7, 67
7, 22, 19, 67
15, 27, 2, 67
31, 10, 4, 67
43, 24, 5, 67
19, 5, 0, 67
14, 7, 17, 67
1, 0, 1, 67
33, 14, 13, 66
30, 22, 2, 66
5, 26, 6, 66
24, 6, 16, 66
10, 24, 8, 66
47, 13, 9, 66
37, 19, 0, 66
21, 12, 7, 66
28, 7, 2, 66
47, 1, 1, 66
25, 24, 9, 66
23, 4, 9, 66
45, 21, 18, 66
8, 29, 12, 66
12, 3, 4, 66
41, 28, 14, 66
47, 21, 7, 66
13, 5, 11, 66
21, 21, 1, 66
40, 19, 3, 66
46, 6, 14, 66
45, 1, 15, 66
15, 15, 7, 66
41, 27, 10, 66
46, 12, 17, 66
4, 9, 10, 66
46, 4, 5, 66
13, 11, 3, 66
43, 5, 13, 66
21, 24, 19, 66
0, 22, 9, 66
1, 5, 16, 66
48, 7, 19, 66
10, 12, 18, 66
20, 17, 19, 66
10, 22, 8, 66
35, 20, 18, 66
2, 18, 4, 66
39, 2, 7, 66
2, 7, 4, 66
48, 6, 18, 66
22, 17, 12, 66
43, 8, 19, 66
22, 20, 3, 66
26, 17, 13, 66
5, 0, 18, 66
43, 22, 5, 66
12, 27, 17, 66
34, 22, 5, 66
8, 15, 1, 66
5, 8, 15, 66
27, 20, 13, 66
16, 9, 17, 65
12, 3, 6, 65
0, 21, 0, 65
16, 2, 8, 65
27, 22, 6, 65
27, 22, 5, 65
37, 24, 15, 65
49, 0, 9, 65
13, 28, 10, 65
42, 12, 16, 65
40, 11, 12, 65
22, 19, 14, 65
35, 21, 3, 65
4, 18, 10, 65
10, 17, 11, 65
6, 10, 11, 65
26, 29, 1, 65
42, 9, 7, 65
16, 19, 15, 65
4, 3, 11, 65
22, 5, 10, 65
23, 21, 2, 65
42, 25, 7, 65
4, 1, 10, 65
12, 15, 2, 65
19, 18, 17, 65
37, 5, 6, 65
47, 17, 17, 65
46, 9, 11, 65
30, 1, 3, 65
37, 5, 10, 65
29, 13, 19, 65
44, 24, 6, 65
44, 4, 17, 65
24, 6, 16, 65
21, 28, 10, 65
19, 12, 17, 65
18, 7, 2, 65
26, 15, 19, 65
3, 9, 6, 65
48, 20, 12, 65
30, 23, 14, 65
32, 7, 5, 65
9, 2, 10, 65
43, 1, 8, 65
7, 11, 18, 65
12, 25, 0, 65
18, 23, 12, 65
35, 21, 5, 65
30, 18, 7, 65
49, 16, 2, 65
34, 6, 1, 64
44, 16, 8, 64
9, 13, 14, 64
13, 24, 9, 64
3, 6, 1, 64
13, 4, 2, 64
19, 16, 8, 64
1, 4, 10, 64
29, 24, 3, 64
32, 3, 7, 64
37, 3, 12, 64
13, 27, 14, 64
19, 3, 9, 64
23, 28, 18, 64
28, 18, 11, 64
24, 1, 6, 64
14, 4, 16, 64
38, 23, 1, 64
9, 3, 14, 64
22, 20, 3, 64
21, 11, 7, 64
17, 3, 11, 64
5, 23, 8, 64
13, 22, 18, 64
41, 6, 18, 64
10, 28, 0, 64
21, 6, 3, 64
23, 5, 13, 64
9, 14, 13, 64
38, 29, 2, 64
43, 12, 1, 64
27, 27, 10, 64
3, 24, 13, 64
48, 24, 1, 64
36, 10, 6, 64
25, 17, 2, 64
38, 15, 4, 64
5, 18, 3, 64
13, 26, 14, 64
6, 12, 5, 64
21, 26, 5, 64
44, 11, 3, 64
27, 15, 9, 64
43, 15, 8, 64
15, 17, 1, 64
30, 23, 0, 64
33, 11, 9, 64
22, 3, 12, 64
49, 23, 9, 64
42, 21, 8, 64
36, 3, 12, 64
17, 0, 13, 64
23, 11, 9, 64
48, 0, 4, 64
15, 26, 12, 64
4, 17, 13, 64
7, 6, 2, 64
27, 21, 11, 64
20, 19, 10, 64
31, 16, 17, 64
35, 15, 4, 64
42, 24, 2, 64
49, 0, 12, 64
30, 9, 10, 64
43, 12, 5, 64
12, 17, 19, 64
19, 7, 1, 64
23, 20, 6, 64
40, 27, 6, 64
41, 8, 2, 64
5, 7, 3, 64
21, 24, 11, 64
18, 9, 6, 64
14, 13, 6, 64
41, 29, 10, 63
19, 5, 1, 63
39, 7, 6, 63
42, 2, 2, 63
8, 13, 14, 63
6, 17, 15, 63
28, 1, 6, 63
47, 14, 12, 63
9, 8, 9, 63
43, 3, 3, 63
27, 16, 12, 63
45, 25, 10, 63
46, 0, 12, 63
39, 16, 15, 63
26, 11, 1, 63
26, 26, 6, 63
23, 26, 9, 63
48, 24, 9, 63
16, 19, 13, 63
48, 3, 0, 63
6, 23, 2, 63
46, 28, 10, 63
48, 29, 9, 63
19, 21, 13, 63
10, 20, 7, 63
14, 13, 3, 63
21, 26, 2, 63
44, 10, 1, 63
5, 6, 15, 63
17, 17, 13, 63
24, 29, 0, 63
30, 27, 10, 63
16, 12, 11, 63
8, 18, 8, 63
43, 13, 8, 63
38, 11, 16, 63
45, 14, 15, 63
26, 4, 6, 63
20, 11, 8, 63
14, 5, 14, 63
13, 18, 3, 63
7, 0, 4, 63
28, 6, 4, 63
14, 9, 18, 63
38, 0, 19, 63
12, 1, 17, 63
19, 23, 7, 63
13, 0, 15, 63
42, 23, 5, 63
13, 2, 10, 63
42, 13, 10, 63
31, 15, 3, 63
44, 14, 10, 63
39, 2, 2, 62
21, 13, 15, 62
33, 1, 2, 62
40, 3, 1, 62
48, 0, 12, 62
27, 10, 5, 62
44, 3, 15, 62
41, 11, 4, 62
41, 8, 5, 62
20, 1, 16, 62
20, 1, 7, 62
13, 12, 9, 62
30, 28, 15, 62
6, 19, 16, 62
31, 10, 6, 62
45, 11, 16, 62
1, 29, 17, 62
36, 16, 15, 62
48, 6, 16, 62
31, 20, 15, 62
1, 15, 5, 62
36, 18, 7, 62
41, 13, 17, 62
43, 1, 18, 62
7, 6, 3, 62
11, 17, 2, 62
45, 25, 1, 62
25, 2, 17, 62
24, 5, 1, 62
19, 0, 7, 62
1, 16, 19, 62
12, 2, 15, 62
8, 18, 10, 62
26, 29, 2, 62
45, 18, 19, 62
13, 23, 19, 62
34, 8, 9, 62
18, 0, 10, 62
43, 17, 1, 62
39, 19, 8, 62
26, 5, 3, 62
12, 20, 3, 62
8, 0, 7, 62
21, 12, 15, 62
15, 29, 3, 62
48, 3, 17, 62
14, 0, 13, 62
11, 15, 8, 62
42, 17, 8, 62
26, 15, 12, 62
27, 6, 16, 62
25, 29, 10, 62
21, 15, 3, 62
44, 20, 2, 62
29, 10, 2, 62
8, 28, 1, 62
11, 16, 13, 62
13, 0, 2, 62
3, 4, 10, 62
39, 12, 7, 61
32, 27, 15, 61
8, 14, 12, 61
19, 0, 7, 61
38, 11, 13, 61
18, 24, 8, 61
14, 12, 15, 61
23, 17, 17, 61
18, 4, 1, 61
12, 22, 7, 61
16, 22, 5, 61
46, 20, 19, 61
23, 7, 10, 61
10, 10, 16, 61
38, 11, 10, 61
29, 2, 15, 61
17, 27, 3, 61
3, 22, 6, 61
4, 1, 19, 61
28, 7, 0, 61
12, 24, 3, 61
3, 7, 9, 61
10, 23, 10, 61
9, 11, 1, 61
48, 28, 14, 61
9, 29, 13, 61
17, 29, 2, 61
36, 11, 11, 61
43, 12, 15, 61
20, 7, 19, 61
18, 13, 10, 61
13, 5, 8, 61
27, 27, 1, 61
12, 11, 4, 61
14, 26, 0, 61
39, 5, 16, 61
11, 29, 12, 61
31, 3, 19, 61
34, 9, 4, 61
22, 26, 11, 61
48, 4, 3, 61
26, 12, 0, 61
17, 8, 18, 61
47, 26, 18, 61
18, 4, 19, 61
24, 22, 18, 61
40, 11, 1, 61
45, 20, 12, 61
19, 12, 7, 61
10, 29, 15, 61
34, 24, 14, 61
42, 27, 16, 61
15, 21, 4, 61
20, 15, 17, 61
5, 2, 17, 61
24, 15, 16, 61
39, 28, 14, 61
14, 28, 18, 61
24, 16, 19, 61
30, 29, 8, 61
24, 9, 18, 61
6, 17, 3, 61
2, 13, 8, 61
46, 7, 9, 61
9, 28, 6, 61
16, 17, 17, 61
34, 7, 9, 61
26, 17, 3, 61
47, 14, 10, 61
44, 5, 15, 61
27, 13, 15, 61
10, 22, 15, 61
14, 28, 15, 60
24, 7, 13, 60
8, 2, 15, 60
16, 5, 11, 60
9, 12, 6, 60
8, 28, 15, 60
25, 29, 4, 60
47, 28, 15, 60
2, 10, 11, 60
13, 29, 5, 60
49, 25, 13, 60
43, 6, 16, 60
6, 24, 8, 60
41, 23, 1, 60
39, 0, 3, 60
11, 6, 7, 60
44, 29, 10, 60
31, 4, 15, 60
27, 19, 9, 60
37, 23, 18, 60
35, 2, 8, 60
43, 4, 18, 60
45, 11, 12, 60
15, 26, 7, 60
26, 19, 18, 60
43, 10, 5, 60
33, 15, 5, 60
23, 15, 2, 60
9, 16, 5, 60
12, 28, 7, 60
17, 10, 4, 60
8, 11, 3, 60
3, 27, 3, 60
38, 23, 6, 60
43, 25, 4, 60
31, 29, 4, 60
42, 20, 12, 60
9, 0, 9, 60
4, 29, 10, 60
1, 4, 10, 60
29, 0, 14, 60
34, 17, 4, 60
4, 5, 1, 60
30, 7, 5, 60
20, 11, 17, 60
21, 9, 8, 60
42, 16, 14, 60
38, 22, 11, 60
41, 17, 0, 60
14, 6, 18, 60
4, 10, 14, 60
29, 19, 4, 60
48, 16, 4, 60
40, 21, 4, 60
44, 4, 15, 60
34, 5, 10, 60
25, 27, 15, 60
33, 13, 7, 60
40, 6, 11, 60
36, 12, 3, 60
44, 1, 6, 60
21, 28, 8, 60
18, 26, 15, 60
26, 5, 10, 60
0, 12, 13, 60
44, 22, 19, 60
45, 25, 8, 60
31, 26, 0, 60
30, 25, 11, 60
1, 9, 11, 60
21, 19, 5, 59
36, 29, 13, 59
36, 14, 6, 59
44, 10, 6, 59
40, 7, 0, 59
32, 22, 18, 59
35, 26, 1, 59
36, 19, 14, 59
10, 8, 17, 59
22, 17, 11, 59
17, 5, 0, 59
5, 11, 16, 59
15, 27, 16, 59
29, 14, 7, 59
26, 8, 15, 59
0, 9, 4, 59
