ID, Course, Class, Grade
2, 13, 3, 2
2, 7, 2, 11
2, 0, 15, 5
2, 13, 11, 30
2, 12, 5, 29
2, 26, 15, 48
2, 0, 1, 22
2, 24, 11, 22
2, 8, 2, 26
2, 21, 9, 36
2, 22, 10, 0
2, 0, 11, 41
2, 29, 10, 72
2, 12, 5, 47
2, 3, 1, 49
2, 10, 1, 34
2, 4, 18, 35
2, 19, 7, 46
2, 20, 8, 29
2, 12, 3, 7
2, 7, 12, 37
2, 27, 18, 45
2, 15, 12, 42
2, 2, 19, 73
2, 28, 5, 17
2, 23, 6, 69
2, 15, 11, 48
2, 14, 4, 31
2, 28, 2, 47
2, 14, 17, 19
2, 19, 2, 17
2, 28, 10, 46
2, 16, 6, 38
2, 9, 3, 71
2, 14, 14, 18
2, 18, 4, 66
2, 1, 14, 19
2, 28, 16, 30
2, 7, 4, 66
2, 25, 2, 51
2, 16, 17, 69
2, 19, 14, 46
2, 7, 13, 3
2, 15, 15, 18
2, 26, 1, 72
2, 0, 4, 9
2, 20, 12, 0
2, 22, 15, 42
2, 7, 7, 50
2, 20, 6, 44
2, 9, 18, 5
2, 23, 7, 44
2, 27, 13, 32
2, 4, 4, 17
2, 11, 1, 0
2, 0, 11, 28
2, 29, 6, 74
2, 13, 8, 61
2, 1, 0, 22
2, 25, 4, 19
2, 17, 16, 17
2, 10, 13, 58
2, 28, 9, 40
2, 5, 14, 37
2, 25, 19, 28
2, 9, 19, 35
2, 19, 13, 18
2, 22, 1, 59
2, 8, 16, 68
2, 13, 17, 10
3, 18, 15, 56
3, 11, 10, 9
3, 9, 6, 49
3, 20, 2, 6
3, 20, 18, 14
3, 6, 1, 14
3, 6, 1, 64
3, 3, 17, 0
3, 29, 17, 73
3, 11, 7, 29
3, 25, 17, 46
3, 28, 11, 79
3, 1, 17, 73
3, 10, 14, 55
3, 5, 4, 25
3, 27, 19, 67
3, 17, 5, 20
3, 27, 15, 8
3, 21, 9, 22
3, 10, 14, 49
3, 0, 15, 57
3, 9, 14, 68
3, 21, 19, 70
3, 14, 11, 40
3, 22, 6, 61
3, 20, 18, 5
3, 0, 8, 43
3, 5, 1, 58
3, 20, 15, 76
3, 7, 17, 8
3, 20, 14, 37
3, 25, 3, 75
3, 7, 9, 61
3, 7, 4, 15
3, 2, 6, 53
3, 4, 5, 71
3, 6, 18, 38
3, 8, 9, 3
3, 7, 10, 21
3, 22, 13, 13
3, 24, 13, 64
3, 6, 10, 76
3, 11, 7, 25
3, 21, 12, 7
3, 20, 8, 21
3, 19, 11, 38
3, 17, 6, 20
3, 14, 5, 77
3, 4, 8, 16
3, 15, 9, 44
3, 29, 2, 45
3, 18, 18, 77
3, 4, 1, 52
3, 4, 8, 17
3, 27, 6, 70
3, 24, 14, 7
3, 27, 3, 60
3, 13, 5, 77
3, 8, 5, 11
3, 6, 10, 38
3, 11, 2, 5
3, 8, 14, 52
3, 6, 10, 51
3, 13, 8, 44
3, 20, 13, 5
3, 24, 0, 59
3, 25, 17, 2
3, 2, 19, 43
3, 1, 16, 22
3, 23, 1, 74
3, 25, 11, 49
3, 6, 4, 26
3, 8, 16, 70
3, 13, 13, 32
3, 10, 13, 30
3, 27, 19, 40
3, 20, 9, 15
3, 15, 12, 50
3, 26, 12, 78
3, 9, 6, 65
3, 26, 10, 21
3, 12, 19, 35
3, 16, 10, 4
3, 2, 5, 8
3, 25, 1, 75
3, 22, 18, 58
3, 0, 7, 49
3, 23, 16, 1
3, 5, 0, 12
3, 14, 3, 79
3, 9, 18, 7
3, 2, 13, 40
3, 18, 9, 52
3, 16, 5, 44
3, 13, 5, 49
3, 11, 5, 39
3, 7, 19, 39
3, 17, 14, 11
3, 25, 7, 70
3, 4, 10, 62
3, 21, 11, 68
3, 13, 19, 16
3, 12, 9, 70
3, 2, 8, 29
4, 12, 7, 72
4, 16, 18, 26
4, 22, 18, 26
4, 8, 16, 58
4, 11, 13, 50
4, 22, 3, 32
4, 7, 9, 50
4, 5, 18, 25
4, 28, 4, 57
4, 21, 11, 33
4, 5, 2, 51
4, 16, 13, 25
4, 0, 7, 74
4, 1, 19, 61
4, 3, 11, 12
4, 29, 14, 26
4, 16, 6, 30
4, 0, 13, 13
4, 18, 10, 65
4, 9, 2, 25
4, 24, 7, 51
4, 19, 12, 79
4, 7, 5, 40
4, 3, 11, 65
4, 19, 12, 54
4, 18, 6, 74
4, 9, 10, 66
4, 18, 1, 71
4, 11, 6, 33
4, 15, 12, 55
4, 24, 6, 38
4, 29, 7, 36
4, 18, 11, 21
4, 1, 10, 65
4, 0, 11, 74
4, 0, 13, 41
4, 11, 2, 53
4, 14, 8, 21
4, 21, 2, 21
4, 29, 10, 60
4, 7, 15, 5
4, 0, 7, 36
4, 15, 6, 25
4, 8, 0, 57
4, 2, 1, 23
4, 21, 14, 14
4, 11, 1, 56
4, 10, 17, 75
4, 11, 0, 57
4, 21, 6, 24
4, 11, 6, 79
4, 23, 18, 75
4, 1, 3, 70
4, 9, 6, 58
4, 17, 13, 64
4, 10, 14, 60
4, 20, 10, 12
4, 12, 12, 31
4, 5, 1, 60
4, 6, 14, 22
4, 19, 2, 39
4, 22, 2, 6
4, 13, 15, 8
4, 25, 10, 36
4, 18, 4, 11
4, 24, 19, 8
4, 21, 18, 71
4, 12, 13, 25
4, 16, 16, 6
4, 6, 9, 73
4, 26, 7, 13
4, 1, 11, 35
4, 0, 7, 71
4, 19, 4, 74
4, 0, 15, 48
4, 11, 0, 47
4, 26, 9, 49
4, 10, 15, 76
5, 11, 15, 28
5, 20, 8, 28
5, 25, 8, 13
5, 26, 5, 27
5, 6, 6, 13
5, 26, 6, 66
5, 13, 11, 28
5, 27, 5, 57
5, 4, 14, 26
5, 9, 12, 43
5, 6, 13, 58
5, 28, 17, 7
5, 7, 8, 49
5, 24, 13, 55
5, 2, 4, 46
5, 20, 5, 36
5, 22, 1, 73
5, 11, 16, 30
5, 26, 13, 5
5, 11, 16, 59
5, 9, 6, 53
5, 16, 2, 39
5, 23, 8, 64
5, 16, 19, 50
5, 1, 13, 55
5, 11, 12, 18
5, 9, 5, 52
5, 12, 11, 2
5, 21, 8, 13
5, 18, 4, 29
5, 0, 17, 31
5, 8, 9, 1
5, 8, 6, 2
5, 13, 2, 51
5, 17, 5, 11
5, 11, 6, 8
5, 19, 7, 71
5, 27, 10, 30
5, 22, 8, 16
5, 4, 14, 52
5, 4, 13, 18
5, 12, 9, 19
5, 2, 2, 42
5, 25, 5, 15
5, 13, 3, 49
5, 6, 15, 63
5, 19, 16, 52
5, 10, 4, 45
5, 8, 5, 58
5, 5, 18, 47
5, 21, 5, 3
5, 18, 3, 64
5, 21, 19, 59
5, 19, 12, 8
5, 17, 2, 12
5, 12, 8, 52
5, 12, 13, 28
5, 0, 5, 10
5, 10, 18, 29
5, 11, 15, 68
5, 13, 3, 13
5, 29, 18, 51
5, 12, 0, 49
5, 27, 7, 53
5, 4, 2, 17
5, 23, 7, 23
5, 19, 0, 45
5, 12, 3, 7
5, 29, 18, 0
5, 21, 10, 32
5, 27, 1, 33
5, 10, 6, 25
5, 0, 7, 36
5, 20, 2, 46
5, 6, 12, 41
5, 12, 5, 22
5, 13, 7, 16
5, 20, 14, 54
5, 6, 2, 16
5, 2, 17, 61
5, 5, 13, 37
5, 14, 12, 11
5, 27, 0, 71
5, 11, 14, 79
5, 7, 12, 75
5, 28, 3, 6
5, 3, 18, 16
5, 25, 16, 50
5, 4, 5, 35
5, 26, 16, 25
5, 21, 18, 10
5, 0, 13, 53
5, 1, 11, 11
5, 2, 2, 29
5, 10, 16, 41
5, 6, 18, 22
5, 18, 10, 38
5, 6, 1, 58
5, 7, 18, 68
5, 5, 15, 24
5, 24, 14, 35
5, 13, 2, 42
5, 0, 18, 66
5, 7, 3, 64
5, 22, 19, 57
5, 13, 16, 20
5, 8, 15, 66
5, 24, 9, 21
5, 17, 14, 0
5, 1, 19, 26
5, 6, 16, 7
6, 28, 2, 5
6, 17, 10, 21
6, 8, 3, 32
6, 25, 5, 26
6, 2, 10, 79
6, 26, 17, 12
6, 17, 15, 63
6, 19, 17, 1
6, 14, 7, 34
6, 6, 2, 22
6, 12, 9, 18
6, 17, 2, 44
6, 26, 18, 48
6, 2, 3, 19
6, 7, 19, 0
6, 25, 9, 43
6, 10, 6, 30
6, 24, 8, 60
6, 17, 8, 15
6, 4, 2, 47
6, 6, 13, 14
6, 8, 4, 41
6, 19, 16, 62
6, 26, 8, 17
6, 16, 0, 38
6, 7, 9, 74
6, 13, 16, 70
6, 23, 2, 63
6, 11, 6, 10
6, 16, 10, 8
6, 25, 1, 17
6, 22, 6, 18
6, 19, 6, 5
6, 6, 19, 49
6, 11, 16, 12
6, 28, 11, 17
6, 10, 6, 54
6, 10, 11, 65
6, 0, 10, 25
6, 6, 14, 1
6, 22, 4, 22
6, 5, 3, 16
6, 18, 17, 49
6, 13, 8, 38
6, 17, 4, 53
6, 22, 17, 75
6, 21, 18, 2
6, 28, 4, 28
6, 18, 17, 76
6, 28, 16, 8
6, 12, 5, 64
6, 20, 9, 18
6, 21, 2, 28
6, 16, 19, 2
6, 29, 1, 28
6, 1, 0, 20
6, 14, 15, 53
6, 19, 12, 50
6, 6, 5, 42
6, 3, 9, 78
6, 10, 17, 50
6, 17, 11, 34
6, 10, 1, 16
6, 25, 19, 33
6, 4, 9, 10
6, 24, 13, 18
6, 3, 7, 53
6, 12, 19, 5
6, 7, 18, 15
6, 12, 13, 54
6, 16, 2, 27
6, 23, 12, 38
6, 1, 0, 47
6, 29, 7, 12
6, 11, 11, 19
6, 7, 9, 46
6, 16, 16, 9
6, 18, 13, 20
6, 14, 8, 70
6, 17, 7, 58
6, 19, 18, 39
6, 6, 4, 43
6, 19, 7, 19
6, 22, 12, 71
6, 1, 3, 79
6, 4, 1, 67
6, 13, 0, 5
6, 17, 4, 55
6, 10, 4, 34
6, 12, 4, 50
6, 27, 10, 78
6, 17, 3, 61
6, 24, 10, 46
6, 28, 11, 78
6, 26, 4, 77
6, 11, 7, 48
6, 5, 7, 59
6, 17, 4, 33
7, 25, 8, 10
7, 3, 19, 67
7, 3, 16, 29
7, 29, 0, 10
7, 16, 17, 4
7, 28, 13, 21
7, 26, 17, 11
7, 18, 9, 45
7, 11, 0, 43
7, 10, 18, 69
7, 12, 18, 45
7, 18, 1, 9
7, 26, 11, 44
7, 13, 11, 47
7, 19, 3, 68
7, 2, 0, 10
7, 9, 8, 27
7, 1, 9, 79
7, 18, 13, 56
7, 4, 1, 73
7, 25, 14, 3
7, 16, 1, 42
7, 2, 17, 47
7, 7, 0, 34
7, 6, 6, 70
7, 1, 3, 45
7, 12, 12, 45
7, 27, 19, 11
7, 5, 13, 36
7, 8, 3, 18
7, 12, 2, 32
7, 24, 18, 58
7, 19, 19, 19
7, 11, 4, 50
7, 0, 8, 4
7, 15, 11, 2
7, 24, 10, 41
7, 29, 8, 56
7, 20, 0, 34
7, 6, 6, 8
7, 18, 10, 74
7, 3, 15, 14
7, 27, 18, 67
7, 9, 5, 17
7, 19, 2, 9
7, 22, 6, 44
7, 21, 1, 26
7, 23, 6, 31
7, 9, 4, 58
7, 6, 3, 62
7, 29, 10, 35
7, 29, 17, 25
7, 19, 19, 57
7, 1, 17, 73
7, 26, 17, 0
7, 21, 3, 75
7, 27, 1, 3
7, 29, 3, 74
7, 8, 8, 22
7, 17, 8, 32
7, 14, 16, 32
7, 25, 13, 76
7, 15, 2, 31
7, 0, 18, 36
7, 10, 12, 15
7, 23, 0, 2
7, 9, 16, 36
7, 19, 16, 59
7, 0, 4, 63
7, 6, 2, 64
7, 11, 10, 50
7, 23, 6, 75
7, 7, 6, 0
7, 19, 16, 56
7, 13, 0, 12
7, 28, 0, 34
7, 4, 13, 35
7, 17, 16, 45
7, 20, 8, 6
7, 9, 12, 23
7, 11, 18, 67
7, 0, 15, 44
7, 10, 7, 30
7, 2, 4, 70
7, 9, 12, 35
7, 1, 5, 42
7, 18, 10, 14
7, 13, 4, 36
7, 28, 13, 27
7, 2, 3, 8
7, 11, 18, 65
7, 22, 11, 3
7, 22, 19, 67
7, 14, 8, 9
7, 29, 0, 25
8, 23, 17, 56
8, 2, 15, 60
8, 22, 8, 17
8, 5, 1, 37
8, 6, 3, 20
8, 14, 19, 20
8, 28, 15, 60
8, 13, 14, 63
8, 1, 11, 75
8, 23, 12, 21
8, 14, 12, 61
8, 17, 0, 6
8, 29, 12, 76
8, 29, 12, 66
8, 25, 12, 7
8, 12, 12, 4
8, 25, 0, 78
8, 22, 7, 54
8, 13, 0, 68
8, 11, 1, 24
8, 2, 10, 19
8, 0, 10, 52
8, 25, 8, 27
8, 9, 5, 5
8, 20, 7, 76
8, 17, 12, 0
8, 11, 15, 47
8, 3, 1, 14
8, 12, 12, 25
8, 9, 19, 70
8, 16, 3, 4
8, 1, 5, 50
8, 4, 3, 69
8, 24, 10, 40
8, 13, 11, 31
8, 3, 4, 24
8, 24, 12, 1
8, 11, 9, 3
8, 16, 2, 24
8, 11, 3, 60
8, 8, 7, 76
8, 0, 9, 2
8, 18, 10, 62
8, 29, 17, 56
8, 17, 12, 70
8, 12, 10, 56
8, 11, 4, 77
8, 15, 11, 15
8, 18, 8, 63
8, 13, 3, 25
8, 26, 1, 13
8, 17, 13, 43
8, 6, 14, 50
8, 17, 13, 43
8, 13, 16, 78
8, 19, 3, 52
8, 5, 10, 75
8, 7, 9, 49
8, 0, 7, 62
8, 14, 1, 74
8, 10, 0, 2
8, 4, 10, 23
8, 1, 9, 78
8, 15, 15, 14
8, 25, 16, 79
8, 2, 2, 75
8, 8, 9, 58
8, 7, 2, 59
8, 17, 6, 14
8, 8, 16, 20
8, 19, 3, 3
8, 0, 19, 8
8, 0, 2, 59
8, 13, 10, 59
8, 28, 1, 62
8, 8, 12, 8
8, 15, 1, 66
8, 1, 19, 39
9, 5, 16, 22
9, 19, 6, 50
9, 9, 9, 75
9, 2, 6, 19
9, 21, 9, 30
9, 22, 5, 40
9, 23, 7, 46
9, 16, 5, 29
9, 21, 7, 25
9, 24, 14, 72
9, 12, 6, 60
9, 27, 10, 31
9, 19, 17, 57
9, 16, 16, 35
9, 13, 14, 64
9, 26, 1, 54
9, 22, 19, 1
9, 7, 14, 45
9, 3, 7, 0
9, 8, 9, 63
9, 26, 17, 69
9, 25, 10, 45
9, 6, 3, 72
9, 22, 7, 18
9, 5, 6, 6
9, 3, 14, 64
9, 21, 4, 45
9, 21, 2, 10
9, 8, 13, 70
9, 23, 0, 43
9, 19, 18, 69
9, 23, 11, 71
9, 5, 1, 8
9, 6, 10, 51
9, 11, 1, 61
9, 12, 10, 68
9, 24, 7, 70
9, 29, 4, 26
9, 2, 10, 54
9, 29, 13, 61
9, 18, 14, 9
9, 14, 13, 64
9, 5, 3, 6
9, 28, 14, 67
9, 11, 11, 38
9, 28, 19, 44
9, 17, 18, 44
9, 26, 14, 32
9, 0, 5, 72
9, 6, 6, 29
9, 16, 5, 60
9, 20, 12, 53
9, 21, 0, 40
9, 24, 5, 21
9, 13, 8, 20
9, 14, 17, 34
9, 1, 1, 29
9, 22, 1, 11
9, 23, 19, 79
9, 9, 6, 17
9, 27, 2, 19
9, 25, 17, 73
9, 14, 17, 1
9, 11, 7, 72
9, 23, 7, 5
9, 26, 8, 48
9, 19, 0, 20
9, 0, 9, 60
9, 17, 2, 0
9, 12, 13, 28
9, 11, 4, 59
9, 20, 12, 73
9, 2, 17, 68
9, 13, 15, 45
9, 15, 13, 5
9, 1, 15, 50
9, 13, 13, 77
9, 3, 3, 43
9, 8, 5, 73
9, 18, 13, 15
9, 5, 11, 59
9, 25, 12, 17
9, 18, 9, 11
9, 11, 11, 24
9, 20, 2, 21
9, 28, 17, 2
9, 25, 10, 46
9, 4, 19, 56
9, 2, 10, 65
9, 16, 14, 27
9, 17, 19, 25
9, 26, 11, 40
9, 1, 14, 29
9, 6, 8, 2
9, 28, 6, 61
9, 2, 13, 29
9, 8, 6, 69
9, 4, 1, 4
9, 23, 11, 16
9, 13, 16, 35
9, 23, 7, 22
9, 27, 9, 34
9, 4, 15, 68
9, 16, 3, 39
9, 11, 0, 27
9, 10, 6, 33
9, 14, 7, 31
9, 18, 9, 75
10, 19, 6, 26
10, 1, 4, 3
10, 19, 5, 73
10, 6, 8, 40
10, 1, 10, 3
10, 13, 8, 50
10, 16, 10, 70
10, 22, 10, 38
10, 23, 6, 32
10, 20, 18, 12
10, 24, 8, 66
10, 29, 9, 69
10, 13, 13, 14
10, 7, 12, 12
10, 1, 19, 76
10, 8, 12, 53
10, 26, 5, 12
10, 23, 0, 11
10, 10, 16, 61
10, 3, 12, 36
10, 0, 14, 16
10, 13, 8, 47
10, 1, 10, 53
10, 24, 19, 73
10, 12, 11, 78
10, 20, 10, 44
10, 8, 17, 59
10, 4, 6, 49
10, 24, 6, 58
10, 29, 10, 77
10, 3, 11, 74
10, 7, 6, 29
10, 22, 5, 8
10, 23, 10, 61
10, 5, 6, 41
10, 26, 12, 44
10, 28, 0, 64
10, 5, 8, 7
10, 17, 11, 39
10, 20, 7, 63
10, 17, 11, 65
10, 1, 1, 7
10, 26, 13, 14
10, 27, 13, 11
10, 10, 9, 2
10, 3, 14, 56
10, 17, 8, 7
10, 20, 16, 70
10, 19, 13, 22
10, 2, 12, 19
10, 25, 0, 79
10, 2, 5, 14
10, 18, 8, 8
10, 17, 7, 59
10, 24, 17, 12
10, 0, 10, 34
10, 12, 18, 66
10, 18, 19, 20
10, 2, 15, 67
10, 11, 6, 41
10, 3, 5, 37
10, 28, 16, 51
10, 22, 8, 66
10, 17, 5, 20
10, 19, 14, 18
10, 24, 18, 0
10, 4, 5, 13
10, 18, 14, 78
10, 10, 14, 21
10, 27, 12, 23
10, 17, 10, 30
10, 25, 15, 10
10, 29, 15, 61
10, 3, 8, 16
10, 20, 19, 54
10, 4, 14, 23
10, 25, 17, 47
10, 17, 10, 29
10, 10, 5, 28
10, 10, 10, 23
10, 16, 19, 68
10, 1, 9, 26
10, 18, 12, 15
10, 10, 2, 51
10, 19, 18, 46
10, 25, 2, 50
10, 17, 8, 18
10, 20, 15, 2
10, 25, 15, 2
10, 24, 3, 58
10, 7, 13, 36
10, 5, 17, 38
10, 12, 15, 49
10, 22, 0, 79
10, 6, 3, 36
10, 21, 7, 46
10, 26, 17, 30
10, 17, 3, 22
10, 13, 4, 46
10, 11, 5, 12
10, 15, 7, 51
10, 26, 0, 11
10, 22, 6, 25
10, 26, 14, 72
10, 19, 13, 47
10, 1, 3, 15
10, 22, 15, 61
10, 9, 9, 16
11, 26, 13, 54
11, 8, 3, 57
11, 19, 13, 56
11, 9, 13, 35
11, 26, 0, 71
11, 1, 16, 29
11, 11, 8, 71
11, 9, 0, 51
11, 22, 15, 15
11, 11, 3, 73
11, 5, 10, 78
11, 9, 1, 49
11, 25, 0, 79
11, 29, 2, 35
11, 15, 4, 12
11, 15, 3, 22
11, 23, 0, 37
11, 6, 16, 47
11, 3, 15, 37
11, 24, 2, 15
11, 6, 1, 34
11, 2, 15, 37
11, 6, 7, 60
11, 9, 8, 19
11, 24, 12, 7
11, 12, 7, 36
11, 18, 5, 77
11, 16, 0, 34
11, 22, 18, 10
11, 1, 19, 29
11, 12, 14, 17
11, 22, 13, 38
11, 23, 15, 27
11, 2, 10, 18
11, 26, 12, 53
11, 28, 13, 1
11, 10, 7, 39
11, 17, 1, 15
11, 2, 1, 4
11, 10, 14, 71
11, 28, 6, 50
11, 15, 0, 68
11, 29, 12, 61
11, 17, 2, 62
11, 18, 19, 76
11, 20, 13, 6
11, 4, 9, 38
11, 16, 18, 48
11, 28, 3, 29
11, 29, 11, 11
11, 10, 10, 53
11, 10, 19, 75
11, 25, 15, 24
11, 8, 14, 2
11, 9, 2, 40
11, 7, 7, 75
11, 17, 3, 76
11, 24, 9, 19
11, 5, 1, 44
11, 11, 6, 11
11, 4, 13, 56
11, 12, 6, 14
11, 19, 10, 2
11, 6, 3, 41
11, 2, 14, 40
11, 14, 2, 78
11, 4, 7, 79
11, 3, 18, 27
11, 15, 8, 62
11, 28, 9, 14
11, 18, 3, 20
11, 15, 10, 72
11, 29, 8, 3
11, 10, 0, 39
11, 24, 0, 10
11, 1, 10, 74
11, 27, 0, 50
11, 3, 16, 48
11, 17, 6, 27
11, 0, 9, 70
11, 26, 7, 3
11, 19, 19, 25
11, 27, 3, 1
11, 10, 7, 29
11, 3, 8, 54
11, 16, 13, 62
12, 29, 16, 17
12, 28, 0, 31
12, 15, 19, 21
12, 29, 9, 16
12, 9, 7, 36
12, 7, 8, 0
12, 3, 6, 65
12, 17, 15, 75
12, 14, 8, 51
12, 15, 19, 25
12, 11, 17, 67
12, 27, 3, 24
12, 28, 14, 2
12, 4, 3, 42
12, 3, 3, 7
12, 24, 8, 40
12, 8, 0, 24
12, 10, 15, 40
12, 16, 14, 55
12, 5, 7, 39
12, 22, 7, 61
12, 23, 3, 55
12, 10, 3, 7
12, 3, 4, 66
12, 13, 13, 28
12, 24, 3, 61
12, 16, 9, 72
12, 26, 5, 76
12, 2, 18, 44
12, 24, 16, 39
12, 3, 4, 48
12, 11, 3, 6
12, 3, 1, 36
12, 13, 7, 54
12, 28, 9, 2
12, 27, 1, 44
12, 26, 11, 49
12, 2, 5, 72
12, 24, 15, 18
12, 0, 9, 50
12, 11, 4, 61
12, 28, 7, 60
12, 11, 7, 20
12, 21, 14, 33
12, 25, 6, 20
12, 28, 4, 13
12, 0, 5, 56
12, 2, 15, 62
12, 12, 13, 5
12, 3, 6, 79
12, 22, 18, 32
12, 17, 19, 14
12, 17, 3, 15
12, 29, 15, 26
12, 14, 2, 19
12, 29, 2, 29
12, 15, 2, 65
12, 13, 5, 71
12, 16, 8, 3
12, 5, 18, 56
12, 0, 13, 29
12, 18, 19, 38
12, 3, 1, 24
12, 3, 17, 72
12, 1, 8, 43
12, 27, 16, 78
12, 20, 0, 22
12, 4, 1, 43
12, 9, 13, 38
12, 16, 4, 5
12, 0, 13, 43
12, 20, 3, 62
12, 26, 18, 13
12, 14, 0, 9
12, 28, 17, 29
12, 9, 18, 3
12, 23, 0, 6
12, 1, 17, 63
12, 4, 1, 71
12, 3, 9, 15
12, 27, 14, 29
12, 29, 18, 56
12, 26, 10, 78
12, 1, 9, 15
12, 27, 13, 24
